PDB	CHAIN	SP_PRIMARY	PFAM_ID	COVERAGE
1ym7	C	P21146	PF00169	1
1ym7	D	P21146	PF00615	1
1ym7	D	P21146	PF00069	1
1ym7	D	P21146	PF00169	1
1yoj	A	P12931	PF07714	1
1yoj	B	P12931	PF07714	1
1yol	A	P12931	PF07714	1
1yol	B	P12931	PF07714	1
1yom	A	P12931	PF07714	1
1yom	B	P12931	PF07714	1
1yqj	A	Q16539	PF00069	1
1yrp	A	O43293	PF00069	1
1yrp	B	O43293	PF00069	1
1yvj	A	P52333	PF07714	1
1yw2	A	P47811	PF00069	1
1ywn	A	P35968	PF07714	0.847
1ywr	A	P47811	PF00069	1
1ywv	A	P11309	PF00069	1
1yxs	A	P11309	PF00069	1
1yxt	A	P11309	PF00069	1
1yxu	A	P11309	PF00069	1
1yxu	B	P11309	PF00069	1
1yxu	C	P11309	PF00069	1
1yxu	D	P11309	PF00069	1
1yxv	A	P11309	PF00069	1
1yxx	A	P11309	PF00069	1
1z57	A	P49759	PF00069	1
1z5m	A	O15530	PF00069	1
1z9x	A	Q9UIK4	PF00069	1
1z9x	B	Q9UIK4	PF00069	1
1z9x	C	Q9UIK4	PF00069	1
1zlt	A	O14757	PF00069	1
1zmu	A	O08679	PF00627	1
1zmu	A	O08679	PF00069	1
1zmu	B	O08679	PF00069	1
1zmu	B	O08679	PF00627	1
1zmv	A	O08679	PF00069	1
1zmv	A	O08679	PF00627	1
1zmv	B	O08679	PF00069	1
1zmv	B	O08679	PF00627	1
1zmw	A	O08679	PF00069	1
1zmw	A	O08679	PF00627	1
1zmw	B	O08679	PF00069	1
1zmw	B	O08679	PF00627	1
1zoe	A	P28523	PF00069	1
1zog	A	P28523	PF00069	1
1zoh	A	P28523	PF00069	1
1zrz	A	P41743	PF00433	1
1zrz	A	P41743	PF00069	1
1zws	A	Q9UIK4	PF00069	1
1zws	B	Q9UIK4	PF00069	1
1zws	C	Q9UIK4	PF00069	1
1zws	D	Q9UIK4	PF00069	1
1zws	E	Q9UIK4	PF00069	1
1zws	F	Q9UIK4	PF00069	1
1zws	G	Q9UIK4	PF00069	1
1zws	H	Q9UIK4	PF00069	1
1zxe	A	P15442	PF00069	0.888
1zxe	A	P15442	PF00069	0.647
1zxe	B	P15442	PF00069	0.888
1zxe	B	P15442	PF00069	0.647
1zxe	C	P15442	PF00069	0.647
1zxe	C	P15442	PF00069	0.888
1zxe	D	P15442	PF00069	0.888
1zxe	D	P15442	PF00069	0.647
1zxe	E	P15442	PF00069	0.647
1zxe	E	P15442	PF00069	0.888
1zxe	F	P15442	PF00069	0.647
1zxe	F	P15442	PF00069	0.888
1zy4	A	P15442	PF00069	0.647
1zy4	A	P15442	PF00069	0.888
1zy4	B	P15442	PF00069	0.647
1zy4	B	P15442	PF00069	0.888
1zy5	A	P15442	PF00069	0.647
1zy5	A	P15442	PF00069	0.888
1zy5	B	P15442	PF00069	0.647
1zy5	B	P15442	PF00069	0.888
1zyc	A	P15442	PF00069	0.647
1zyc	A	P15442	PF00069	0.888
1zyc	B	P15442	PF00069	0.647
1zyc	B	P15442	PF00069	0.888
1zyc	C	P15442	PF00069	0.647
1zyc	C	P15442	PF00069	0.888
1zyc	D	P15442	PF00069	0.647
1zyc	D	P15442	PF00069	0.888
1zyd	A	P15442	PF00069	0.647
1zyd	A	P15442	PF00069	0.888
1zyd	B	P15442	PF00069	0.647
1zyd	B	P15442	PF00069	0.888
1zyj	A	Q16539	PF00069	1
1zys	A	O14757	PF00069	1
1zz2	A	Q16539	PF00069	1
1zzl	A	Q16539	PF00069	1
22rd	A	P53350	PF00069	1
23es	A	Q99640	PF00069	1
23es	B	Q99640	PF00069	1
23fw	A	Q99640	PF00069	1
23fw	B	Q99640	PF00069	1
23sr	B	Q96SW2	PF03226	1
23sr	B	Q96SW2	PF02190	1
23sr	C	P24941	PF00069	1
24ib	A	Q13546	PF07714	1
24ib	B	Q13546	PF07714	1
24ic	A	Q13546	PF07714	1
24ic	B	Q13546	PF07714	1
28oq	A	Q13153	PF00069	1
28oq	B	Q13153	PF00069	1
29mj	A	P31749	PF00169	1
29mj	A	P31749	PF00069	0.996
29mj	A	P31749	PF00433	0.391
29mj	B	P31749	PF00069	0.996
29mj	B	P31749	PF00169	1
29mj	B	P31749	PF00433	0.391
29mj	C	P31749	PF00433	0.391
29mj	C	P31749	PF00069	0.996
29mj	C	P31749	PF00169	1
29mo	A	P49761	PF00069	1
29mp	A	P49761	PF00069	1
29mp	D	P49761	PF00069	1
29rx	A	O60674	PF07714	1
29rx	B	O60674	PF07714	1
29rx	C	O60674	PF07714	1
29ry	A	O60674	PF07714	1
29wd	0	P19447	PF13625	1
29wd	0	P19447	PF04851	1
29wd	0	P19447	PF16203	1
29wd	1	P18074	PF06733	1
29wd	1	P18074	PF06777	1
29wd	1	P18074	PF13307	1
29wd	2	P32780	PF08567	1
29wd	2	P32780	PF03909	1
29wd	3	Q92759	PF18307	1
29wd	3	Q92759	PF03849	1
29wd	4	Q13888	PF07975	1
29wd	4	Q13888	PF04056	1
29wd	5	Q13889	PF03850	1
29wd	6	Q6ZYL4	PF06331	1
29wd	7	P51948	PF25811	1
29wd	7	P51948	PF17121	1
29wd	7	P51948	PF06391	1
29wd	8	P50613	PF00069	1
29wd	9	P51946	PF16899	1
29wd	9	P51946	PF00134	1
29wd	B	I3LGP4	PF04563	1
29wd	B	I3LGP4	PF04560	1
29wd	B	I3LGP4	PF04566	1
29wd	B	I3LGP4	PF04561	1
29wd	B	I3LGP4	PF00562	1
29wd	B	I3LGP4	PF04567	1
29wd	B	I3LGP4	PF04565	1
29wd	C	I3LCH3	PF01193	1
29wd	C	I3LCH3	PF01000	1
29wd	D	A0A287ADR4	PF03874	1
29wd	E	I3LSI7	PF03871	1
29wd	E	I3LSI7	PF01191	1
29wd	H	I3LCB2	PF03870	1
29wd	I	P60899	PF02150	1
29wd	I	P60899	PF01096	1
29wd	K	F1RKE4	PF13656	1
29wd	M	Q00403	PF00382	1
29wd	M	Q00403	PF08271	1
29wd	O	P20226	PF00352	1
29wd	Q	P35269	PF05793	1
29wd	R	P13984	PF02270	1
29wd	R	P13984	PF17683	1
29wd	U	P52655	PF03153	1
29wd	V	P52657	PF02751	1
29wd	V	P52657	PF02268	1
29wd	W	P29083	PF11521	1
29wd	W	P29083	PF08271	1
29wd	W	P29083	PF02002	1
29wd	X	P29084	PF02186	1
29wd	X	P29084	PF18121	1
29wd	a	P84233	PF00125	1
29wd	b	P62799	PF15511	1
29wd	c	P06897	PF00125	1
29wd	c	P06897	PF16211	1
29wd	d	P02281	PF00125	1
29wd	e	P84233	PF00125	1
29wd	f	P62799	PF15511	1
29wd	g	P06897	PF00125	1
29wd	g	P06897	PF16211	1
29wd	h	P02281	PF00125	1
2a0c	X	P24941	PF00069	1
2a19	A	P20459	PF07541	0.455
2a19	A	P20459	PF00575	1
2a19	B	P19525	PF00069	0.952
2a19	C	P19525	PF00069	0.952
2a1a	A	P20459	PF07541	0.455
2a1a	A	P20459	PF00575	1
2a1a	B	P19525	PF00069	0.952
2a27	A	Q9UIK4	PF00069	1
2a27	B	Q9UIK4	PF00069	1
2a27	C	Q9UIK4	PF00069	1
2a27	D	Q9UIK4	PF00069	1
2a27	E	Q9UIK4	PF00069	1
2a27	F	Q9UIK4	PF00069	1
2a27	G	Q9UIK4	PF00069	1
2a27	H	Q9UIK4	PF00069	1
2a2a	A	Q9UIK4	PF00069	1
2a2a	B	Q9UIK4	PF00069	1
2a2a	C	Q9UIK4	PF00069	1
2a2a	D	Q9UIK4	PF00069	1
2a4l	A	P24941	PF00069	1
2ac3	A	Q9HBH9	PF00069	1
2ac5	A	Q9HBH9	PF00069	1
2acx	A	P43250	PF00615	1
2acx	A	P43250	PF00069	1
2acx	B	P43250	PF00069	1
2acx	B	P43250	PF00615	1
2auh	A	P06213	PF07714	1
2auh	B	Q14449	PF08947	1
2ayp	A	O14757	PF00069	1
2b1p	A	P53779	PF00069	1
2b4s	A	P18031	PF00102	1
2b4s	B	P06213	PF07714	1
2b4s	C	P18031	PF00102	1
2b4s	D	P06213	PF07714	1
2b52	A	P24941	PF00069	1
2b53	A	P24941	PF00069	1
2b54	A	P24941	PF00069	1
2b55	A	P24941	PF00069	1
2b7a	A	O60674	PF07714	1
2b7a	B	O60674	PF07714	1
2b9f	A	P16892	PF00069	1
2b9h	A	P16892	PF00069	1
2b9i	A	P16892	PF00069	1
2b9j	A	P16892	PF00069	1
2baj	A	Q16539	PF00069	1
2bak	A	Q16539	PF00069	1
2bal	A	Q16539	PF00069	1
2baq	A	Q16539	PF00069	1
2bcj	A	P21146	PF00169	1
2bcj	A	P21146	PF00069	1
2bcj	A	P21146	PF00615	1
2bcj	B	P62871	PF25391	0.997
2bcj	G	P63212	PF00631	1
2bcj	Q	P10824	PF00503	0.945
2bcj	Q	P21279	PF00503	0.945
2bdf	A	P12931	PF07714	1
2bdf	B	P12931	PF07714	1
2bdj	A	P12931	PF07714	1
2bdw	A	O62305	PF00069	1
2bdw	B	O62305	PF00069	1
2bfx	A	Q6DE08	PF00069	1
2bfx	B	Q6DE08	PF00069	1
2bfx	C	O13024	PF03941	0.702
2bfx	D	O13024	PF03941	0.702
2bfy	A	Q6DE08	PF00069	1
2bfy	B	Q6DE08	PF00069	1
2bfy	C	O13024	PF03941	0.702
2bfy	D	O13024	PF03941	0.702
2bhe	A	P24941	PF00069	1
2bhh	A	P24941	PF00069	1
2bik	B	P11309	PF00069	1
2bil	B	P11309	PF00069	1
2biy	A	O15530	PF00069	1
2bkz	A	P24941	PF00069	1
2bkz	B	P20248	PF00134	1
2bkz	B	P20248	PF02984	1
2bkz	C	P24941	PF00069	1
2bkz	D	P20248	PF02984	1
2bkz	D	P20248	PF00134	1
2bmc	A	O14965	PF00069	1
2bmc	B	O14965	PF00069	1
2bmc	C	O14965	PF00069	1
2bmc	D	O14965	PF00069	1
2bmc	E	O14965	PF00069	1
2bmc	F	O14965	PF00069	1
2bpm	A	P24941	PF00069	1
2bpm	B	P20248	PF00134	1
2bpm	B	P20248	PF02984	1
2bpm	C	P24941	PF00069	1
2bpm	D	P20248	PF02984	1
2bpm	D	P20248	PF00134	1
2br1	A	O14757	PF00069	1
2brb	A	O14757	PF00069	1
2brg	A	O14757	PF00069	1
2brh	A	O14757	PF00069	1
2brm	A	O14757	PF00069	1
2brn	A	O14757	PF00069	1
2bro	A	O14757	PF00069	1
2btr	A	P24941	PF00069	1
2bts	A	P24941	PF00069	1
2buj	A	O75716	PF00069	1
2buj	B	O75716	PF00069	1
2bva	A	O96013	PF00069	1
2bva	B	O96013	PF00069	1
2bzh	B	P11309	PF00069	1
2bzi	B	P11309	PF00069	1
2bzj	A	P11309	PF00069	1
2bzk	B	P11309	PF00069	1
2c0i	A	P08631	PF00017	1
2c0i	A	P08631	PF00018	1
2c0i	A	P08631	PF07714	1
2c0i	B	P08631	PF00018	1
2c0i	B	P08631	PF07714	1
2c0i	B	P08631	PF00017	1
2c0o	A	P08631	PF07714	1
2c0o	A	P08631	PF00018	1
2c0o	A	P08631	PF00017	1
2c0o	B	P08631	PF00018	1
2c0o	B	P08631	PF00017	1
2c0o	B	P08631	PF07714	1
2c0t	A	P08631	PF07714	1
2c0t	A	P08631	PF00017	1
2c0t	A	P08631	PF00018	1
2c0t	B	P08631	PF00017	1
2c0t	B	P08631	PF00018	1
2c0t	B	P08631	PF07714	1
2c1a	A	P00517	PF00069	1
2c1b	A	P00517	PF00069	1
2c30	A	Q9NQU5	PF00069	1
2c3i	B	P11309	PF00069	1
2c3j	A	O14757	PF00069	1
2c3k	A	O14757	PF00069	1
2c3l	A	O14757	PF00069	1
2c47	A	P78368	PF00069	1
2c47	B	P78368	PF00069	1
2c47	C	P78368	PF00069	1
2c47	D	P78368	PF00069	1
2c4g	A	P24941	PF00069	1
2c4g	B	P20248	PF00134	1
2c4g	B	P20248	PF02984	1
2c4g	C	P24941	PF00069	1
2c4g	D	P20248	PF00134	1
2c4g	D	P20248	PF02984	1
2c5n	A	P24941	PF00069	1
2c5n	B	P20248	PF00134	1
2c5n	B	P20248	PF02984	1
2c5n	C	P24941	PF00069	1
2c5n	D	P20248	PF02984	1
2c5n	D	P20248	PF00134	1
2c5o	A	P24941	PF00069	1
2c5o	B	P20248	PF02984	1
2c5o	B	P20248	PF00134	1
2c5o	C	P24941	PF00069	1
2c5o	D	P20248	PF00134	1
2c5o	D	P20248	PF02984	1
2c5v	A	P24941	PF00069	1
2c5v	B	P20248	PF02984	1
2c5v	B	P20248	PF00134	1
2c5v	C	P24941	PF00069	1
2c5v	D	P20248	PF00134	1
2c5v	D	P20248	PF02984	1
2c5x	A	P24941	PF00069	1
2c5x	B	P20248	PF00134	1
2c5x	B	P20248	PF02984	1
2c5x	C	P24941	PF00069	1
2c5x	D	P20248	PF02984	1
2c5x	D	P20248	PF00134	1
2c5y	A	P24941	PF00069	1
2c68	A	P24941	PF00069	1
2c69	A	P24941	PF00069	1
2c6d	A	O14965	PF00069	1
2c6e	A	O14965	PF00069	1
2c6e	B	O14965	PF00069	1
2c6i	A	P24941	PF00069	1
2c6k	A	P24941	PF00069	1
2c6l	A	P24941	PF00069	1
2c6m	A	P24941	PF00069	1
2c6o	A	P24941	PF00069	1
2c6t	A	P24941	PF00069	1
2c6t	B	P20248	PF02984	1
2c6t	B	P20248	PF00134	1
2c6t	C	P24941	PF00069	1
2c6t	D	P20248	PF00134	1
2c6t	D	P20248	PF02984	1
2cch	A	P24941	PF00069	1
2cch	B	P20248	PF02984	1
2cch	B	P20248	PF00134	1
2cch	C	P24941	PF00069	1
2cch	D	P20248	PF00134	1
2cch	D	P20248	PF02984	1
2cci	A	P24941	PF00069	1
2cci	B	P20248	PF00134	1
2cci	B	P20248	PF02984	1
2cci	C	P24941	PF00069	1
2cci	D	P20248	PF02984	1
2cci	D	P20248	PF00134	1
2cdz	A	O96013	PF00069	1
2cgu	A	O14757	PF00069	1
2cgv	A	O14757	PF00069	1
2cgw	A	O14757	PF00069	1
2cgx	A	O14757	PF00069	1
2chl	A	Q9Y6M4	PF12605	0.389
2chl	A	Q9Y6M4	PF00069	1
2cjm	A	P24941	PF00069	1
2cjm	B	P20248	PF02984	1
2cjm	B	P20248	PF00134	1
2cjm	C	P24941	PF00069	1
2cjm	D	P20248	PF00134	1
2cjm	D	P20248	PF02984	1
2cke	A	Q9UIK4	PF00069	1
2cke	B	Q9UIK4	PF00069	1
2cke	C	Q9UIK4	PF00069	1
2cke	D	Q9UIK4	PF00069	1
2clq	A	Q99683	PF00069	1
2clq	B	Q99683	PF00069	1
2clx	A	P24941	PF00069	1
2cmw	A	Q9HCP0	PF00069	1
2cmw	A	Q9HCP0	PF12605	0.579
2cn5	A	O96017	PF00069	1
2cn8	A	O96017	PF00069	1
2cpk	E	P05132	PF00069	1
2csn	A	P40233	PF00069	1
2dq7	X	P06241	PF07714	1
2ds1	A	P24941	PF00069	1
2duv	A	P24941	PF00069	1
2dwb	A	O14965	PF00069	1
2dyl	A	O14733	PF00069	1
2e2b	A	P00519	PF07714	1
2e2b	B	P00519	PF07714	1
2e9n	A	O14757	PF00069	1
2e9o	A	O14757	PF00069	1
2e9p	A	O14757	PF00069	1
2e9u	A	O14757	PF00069	1
2e9v	A	O14757	PF00069	1
2e9v	B	O14757	PF00069	1
2eb2	A	P00533	PF07714	1
2eb3	A	P00533	PF07714	1
2erk	A	P63086	PF00069	1
2erz	E	P05132	PF00069	1
2esm	A	Q13464	PF00069	1
2esm	B	Q13464	PF00069	1
2etk	A	Q13464	PF00069	1
2etk	B	Q13464	PF00069	1
2etm	A	Q05397	PF07714	1
2etm	B	Q05397	PF07714	1
2etr	A	Q13464	PF00069	1
2etr	B	Q13464	PF00069	1
2eu9	A	P49761	PF00069	1
2euf	A	Q01043	PF00134	1
2euf	A	Q01043	PF09241	1
2euf	B	Q00534	PF00069	1
2eva	A	O43318	PF07714	1
2ewa	A	P47811	PF00069	1
2exc	X	P53779	PF00069	1
2exe	A	P49761	PF00069	1
2exm	A	P24941	PF00069	1
2f2c	A	Q01043	PF09241	1
2f2c	A	Q01043	PF00134	1
2f2c	B	Q00534	PF00069	1
2f2u	A	Q28021	PF00069	1
2f2u	B	Q28021	PF00069	1
2f49	A	P16892	PF00069	1
2f49	B	P16892	PF00069	1
2f4j	A	P00519	PF07714	1
2f57	A	Q9P286	PF00069	1
2f57	B	Q9P286	PF00069	1
2f7e	E	P00517	PF00069	1
2f7x	E	P00517	PF00069	1
2f7z	E	P00517	PF00069	1
2f9g	A	P16892	PF00069	1
2fa2	A	P16892	PF00069	1
2fa2	B	P16892	PF00069	1
2fb8	A	P15056	PF07714	1
2fb8	B	P15056	PF07714	1
2fgi	A	P11362	PF07714	1
2fgi	B	P11362	PF07714	1
2fh9	A	P06782	PF00069	1
2fo0	A	P00519	PF07714	1
2fo0	A	P00519	PF00017	1
2fo0	A	P00519	PF00018	1
2fsl	X	Q16539	PF00069	1
2fsm	X	Q16539	PF00069	1
2fso	X	Q16539	PF00069	1
2fst	X	Q16539	PF00069	1
2fum	A	P9WI81	PF00069	1
2fum	B	P9WI81	PF00069	1
2fum	C	P9WI81	PF00069	1
2fum	D	P9WI81	PF00069	1
2fvd	A	P24941	PF00069	1
2fys	A	P63086	PF00069	1
2fys	B	P63086	PF00069	1
2g01	A	P45983	PF00069	1
2g01	B	P45983	PF00069	1
2g15	A	P08581	PF07714	1
2g1t	A	P00519	PF07714	1
2g1t	B	P00519	PF07714	1
2g1t	C	P00519	PF07714	1
2g1t	D	P00519	PF07714	1
2g2f	A	P00519	PF07714	1
2g2f	B	P00519	PF07714	1
2g2h	A	P00519	PF07714	1
2g2h	B	P00519	PF07714	1
2g2i	A	P00519	PF07714	1
2g2i	B	P00519	PF07714	1
2g9x	A	P24941	PF00069	1
2g9x	B	P30274	PF00134	1
2g9x	B	P30274	PF02984	1
2g9x	C	P24941	PF00069	1
2g9x	D	P30274	PF02984	1
2g9x	D	P30274	PF00134	1
2gcd	A	Q9JLS3	PF00069	1
2gcd	B	Q9JLS3	PF00069	1
2gdo	A	O14757	PF00069	1
2gfc	A	P00517	PF00069	1
2gfs	A	Q16539	PF00069	1
2ghg	A	O14757	PF00069	1
2ghl	A	P47811	PF00069	1
2ghm	A	P47811	PF00069	1
2gmx	A	P45983	PF00069	1
2gmx	B	P45983	PF00069	1
2gnf	A	P00517	PF00069	1
2gng	A	P00517	PF00069	1
2gnh	A	P00517	PF00069	1
2gni	A	P00517	PF00069	1
2gnj	A	P00517	PF00069	1
2gnl	A	P00517	PF00069	1
2gph	A	P63086	PF00069	1
2gqg	A	P00519	PF07714	1
2gqg	B	P00519	PF07714	1
2gs2	A	P00533	PF07714	1
2gs6	A	P00533	PF07714	1
2gs7	A	P00533	PF07714	1
2gs7	B	P00533	PF07714	1
2gsf	A	P29320	PF14575	0.553
2gsf	A	P29320	PF07647	0.606
2gsf	A	P29320	PF07714	1
2gtm	A	P47811	PF00069	1
2gtn	A	P47811	PF00069	1
2gu8	A	P17612	PF00069	1
2h34	A	P9WI77	PF00069	1
2h34	B	P9WI77	PF00069	1
2h6d	A	P54646	PF00069	1
2h8h	A	P12931	PF00018	1
2h8h	A	P12931	PF00017	1
2h8h	A	P12931	PF07714	1
2h96	A	P45983	PF00069	1
2h96	B	P45983	PF00069	1
2h9v	A	Q28021	PF00069	1
2hak	A	Q9P0L2	PF00627	1
2hak	A	Q9P0L2	PF00069	1
2hak	B	Q9P0L2	PF00069	1
2hak	B	Q9P0L2	PF00627	1
2hak	C	Q9P0L2	PF00627	1
2hak	C	Q9P0L2	PF00069	1
2hak	D	Q9P0L2	PF00069	1
2hak	D	Q9P0L2	PF00627	1
2hak	E	Q9P0L2	PF00627	1
2hak	E	Q9P0L2	PF00069	1
2hak	F	Q9P0L2	PF00627	1
2hak	F	Q9P0L2	PF00069	1
2hak	G	Q9P0L2	PF00627	1
2hak	G	Q9P0L2	PF00069	1
2hak	H	Q9P0L2	PF00069	1
2hak	H	Q9P0L2	PF00627	1
2hck	A	P08631	PF00017	1
2hck	A	P08631	PF00018	1
2hck	A	P08631	PF07714	0.96
2hck	B	P08631	PF00017	1
2hck	B	P08631	PF00018	1
2hck	B	P08631	PF07714	0.96
2hel	A	Q03137	PF14575	0.4
2hel	A	Q03137	PF07714	1
2hen	A	P54763	PF07714	1
2hen	B	P54763	PF07714	1
2hen	C	P54763	PF07714	1
2hen	D	P54763	PF07714	1
2hiw	A	P00519	PF07714	1
2hiw	B	P00519	PF07714	1
2hk5	A	P08631	PF07714	1
2hog	A	O14757	PF00069	1
2hw6	A	Q9BUB5	PF00069	0.935
2hw6	A	Q9BUB5	PF00069	0.983
2hw6	B	Q9BUB5	PF00069	0.983
2hw6	B	Q9BUB5	PF00069	0.935
2hw7	A	Q9HBH9	PF00069	1
2hwo	A	P00523	PF07714	1
2hwo	B	P00523	PF07714	1
2hwp	A	P00523	PF07714	1
2hwp	B	P00523	PF07714	1
2hxl	A	O14757	PF00069	1
2hxq	A	O14757	PF00069	1
2hy0	A	O14757	PF00069	1
2hy8	1	Q13153	PF00069	1
2hyy	A	P00519	PF07714	1
2hyy	B	P00519	PF07714	1
2hyy	C	P00519	PF07714	1
2hyy	D	P00519	PF07714	1
2hz0	A	P00519	PF07714	1
2hz0	B	P00519	PF07714	1
2hz4	A	P00519	PF07714	1
2hz4	B	P00519	PF07714	1
2hz4	C	P00519	PF07714	1
2hzi	A	P00519	PF07714	1
2hzi	B	P00519	PF07714	1
2hzn	A	P00520	PF07714	1
2i0e	A	P05771	PF00433	0.976
2i0e	A	P05771	PF00069	1
2i0e	B	P05771	PF00433	0.976
2i0e	B	P05771	PF00069	1
2i0h	A	Q16539	PF00069	1
2i0v	A	P07333	PF07714	0.839
2i0y	A	P07333	PF07714	0.839
2i1m	A	P07333	PF07714	0.833
2i40	A	P24941	PF00069	1
2i40	B	P20248	PF02984	1
2i40	B	P20248	PF00134	1
2i40	C	P24941	PF00069	1
2i40	D	P20248	PF00134	1
2i40	D	P20248	PF02984	1
2ijm	A	Q05397	PF07714	1
2ijm	B	Q05397	PF07714	1
2in6	A	P30291	PF00069	1
2io6	A	P30291	PF00069	1
2itn	A	P00533	PF07714	1
2ito	A	P00533	PF07714	1
2itp	A	P00533	PF07714	1
2itq	A	P00533	PF07714	1
2itt	A	P00533	PF07714	1
2itu	A	P00533	PF07714	1
2itv	A	P00533	PF07714	1
2itw	A	P00533	PF07714	1
2itx	A	P00533	PF07714	1
2ity	A	P00533	PF07714	1
2itz	A	P00533	PF07714	1
2ivs	A	P07949	PF07714	1
2ivs	B	P07949	PF07714	1
2ivt	A	P07949	PF07714	1
2ivu	A	P07949	PF07714	1
2ivv	A	P07949	PF07714	1
2iw6	A	P24941	PF00069	1
2iw6	B	P20248	PF02984	1
2iw6	B	P20248	PF00134	1
2iw6	C	P24941	PF00069	1
2iw6	D	P20248	PF00134	1
2iw6	D	P20248	PF02984	1
2iw8	A	P24941	PF00069	1
2iw8	B	P20248	PF00134	1
2iw8	B	P20248	PF02984	1
2iw8	C	P24941	PF00069	1
2iw8	D	P20248	PF02984	1
2iw8	D	P20248	PF00134	1
2iw9	A	P24941	PF00069	1
2iw9	B	P20248	PF02984	1
2iw9	B	P20248	PF00134	1
2iw9	C	P24941	PF00069	1
2iw9	D	P20248	PF00134	1
2iw9	D	P20248	PF02984	1
2iwi	A	Q9P1W9	PF00069	1
2iwi	B	Q9P1W9	PF00069	1
2izr	A	Q9Y6M4	PF12605	0.389
2izr	A	Q9Y6M4	PF00069	1
2izs	A	Q9Y6M4	PF12605	0.389
2izs	A	Q9Y6M4	PF00069	1
2izt	A	Q9Y6M4	PF12605	0.389
2izt	A	Q9Y6M4	PF00069	1
2izu	A	Q9Y6M4	PF00069	1
2izu	A	Q9Y6M4	PF12605	0.389
2j0i	A	O96013	PF00069	1
2j0j	A	Q00944	PF07714	1
2j0j	A	Q00944	PF18038	1
2j0j	A	Q00944	PF00373	1
2j0j	A	Q00944	PF21477	1
2j0k	A	Q00944	PF21477	1
2j0k	A	Q00944	PF00373	1
2j0k	A	Q00944	PF07714	1
2j0k	A	Q00944	PF18038	1
2j0k	B	Q00944	PF07714	1
2j0k	B	Q00944	PF18038	1
2j0k	B	Q00944	PF00373	1
2j0k	B	Q00944	PF21477	1
2j0l	A	Q00944	PF07714	1
2j0m	A	Q00944	PF21477	1
2j0m	A	Q00944	PF18038	1
2j0m	A	Q00944	PF00373	1
2j0m	B	Q00944	PF07714	1
2j2i	B	P11309	PF00069	1
2j4z	A	O14965	PF00069	1
2j4z	B	O14965	PF00069	1
2j50	A	O14965	PF00069	1
2j50	B	O14965	PF00069	1
2j51	A	Q9H2G2	PF00069	1
2j5e	A	P00533	PF07714	1
2j5f	A	P00533	PF07714	1
2j6m	A	P00533	PF07714	1
2j7t	A	O94804	PF00069	1
2j90	A	O43293	PF00069	1
2j90	B	O43293	PF00069	1
2j9m	A	P24941	PF00069	1
2jam	A	Q96NX5	PF00069	1
2jam	B	Q96NX5	PF00069	1
2jav	A	P51955	PF00069	1
2jbo	A	P49137	PF00069	1
2jbp	A	P49137	PF00069	1
2jbp	B	P49137	PF00069	1
2jbp	C	P49137	PF00069	1
2jbp	D	P49137	PF00069	1
2jbp	E	P49137	PF00069	1
2jbp	F	P49137	PF00069	1
2jbp	G	P49137	PF00069	1
2jbp	H	P49137	PF00069	1
2jbp	I	P49137	PF00069	1
2jbp	J	P49137	PF00069	1
2jbp	K	P49137	PF00069	1
2jbp	L	P49137	PF00069	1
2jc6	A	Q8IU85	PF00069	1
2jc6	C	Q8IU85	PF00069	1
2jd5	A	Q03656	PF00069	0.942
2jd5	A	Q03656	PF00069	0.96
2jd5	B	Q03656	PF00069	0.942
2jd5	B	Q03656	PF00069	0.96
2jdo	A	P31751	PF00069	1
2jdo	A	P31751	PF00433	1
2jdr	A	P31751	PF00069	1
2jdr	A	P31751	PF00433	1
2jds	A	P00517	PF00069	1
2jdt	A	P00517	PF00069	1
2jdv	A	P00517	PF00069	1
2jed	A	Q04759	PF00069	1
2jed	A	Q04759	PF00433	1
2jed	B	Q04759	PF00433	1
2jed	B	Q04759	PF00069	1
2jfl	A	Q9H2G2	PF00069	1
2jfm	A	Q9H2G2	PF00069	1
2jgz	A	P24941	PF00069	1
2jgz	B	P14635	PF00134	1
2jgz	B	P14635	PF02984	1
2jii	A	Q8IV63	PF00069	1
2jii	B	Q8IV63	PF00069	1
2jit	A	P00533	PF07714	1
2jit	B	P00533	PF07714	1
2jiu	A	P00533	PF07714	1
2jiu	B	P00533	PF07714	1
2jiv	A	P00533	PF07714	1
2jiv	B	P00533	PF07714	1
2jkk	A	Q00944	PF07714	1
2jkm	A	Q00944	PF07714	1
2jko	A	Q00944	PF07714	1
2jkq	A	Q00944	PF07714	1
2jld	A	P49841	PF00069	1
2jld	B	P49841	PF00069	1
2kty	A	Q99986	PF00069	1
2kul	A	Q99986	PF00069	1
2lav	A	Q99986	PF00069	1
2lgc	A	Q16539	PF00069	1
2no3	A	P45983	PF00069	1
2no3	B	P45983	PF00069	1
2np8	A	O14965	PF00069	1
2npq	A	Q16539	PF00069	1
2nru	A	Q9NWZ3	PF07714	1
2nru	B	Q9NWZ3	PF07714	1
2nru	C	Q9NWZ3	PF07714	1
2nru	D	Q9NWZ3	PF07714	1
2nry	A	Q9NWZ3	PF07714	1
2nry	B	Q9NWZ3	PF07714	1
2nry	C	Q9NWZ3	PF07714	1
2nry	D	Q9NWZ3	PF07714	1
2o0u	A	P53779	PF00069	1
2o2u	A	P53779	PF00069	1
2o3p	A	P11309	PF00069	1
2o5k	A	P49841	PF00069	1
2o63	A	P11309	PF00069	1
